model,dataset,demographics,iteration,auc
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,3,0.2179315497197059
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,0,0.39643232680247675
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,2,0.232737427382625
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,7,0.2342510170411451
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,8,0.2970148678142516
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,3,0.24266575126256038
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,9,0.2588944021702549
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,6,0.25485795767935665
Qwen3-Embedding-0.6B__prompt-similarity,welfare,3,5,0.22378568540833
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,3,0.307649181569792
multilingual-e5-large-instruct__prompt-topic,welfare,11,1,0.4670603461405429
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,4,0.4217415106312259
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,3,7,0.4321308695150938
multilingual-e5-large-instruct__prompt-cluster,welfare,2,6,0.4618060348460147
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,2,0.42853605937068934
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,2,0.3517708325997614
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,11,5,0.20850836946619175
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,3,0.3844303687313882
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,2,0.34121870118396214
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,0,0.22750088196707435
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,7,0.23739711163978358
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,6,0.44134869415634953
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,11,4,0.20690745894830997
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,7,0.3052326963400769
multilingual-e5-large-instruct__prompt-cluster,welfare,4,3,0.41493714091112155
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,4,0.22102073271724565
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,7,0.24864066080582986
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,8,0.245767313642727
multilingual-e5-large-instruct__prompt-meaning,welfare,2,7,0.3980975396470274
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,0,0.26526357956807955
multilingual-e5-large-instruct__prompt-similarity,welfare,3,5,0.42407643366047754
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Kvinde,6,0.20638866668217576
multilingual-e5-large-instruct__prompt-meaning,rai,Unknown,7,0.40525187075419045
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,3,0.12785685858565413
Qwen3-Embedding-0.6B__prompt-meaning,rai,Mand,6,0.13135375365267743
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,1,0.23822743151291187
multilingual-e5-large-instruct__prompt-cluster,welfare,2,0,0.4573490628716682
Qwen3-Embedding-0.6B__prompt-similarity,welfare,3,4,0.2200804797644777
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,8,0.4551858100918908
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,4,0.28770926840609007
multilingual-e5-large-instruct__prompt-grouping,welfare,1,8,0.4719375535218581
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Mand,6,0.21963140316647844
Qwen3-Embedding-0.6B__prompt-grouping,rai,Mand,2,0.12732482757895713
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,1,0.17449342137907373
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,3,0.22885215678438928
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,2,0.40403550337615013
multilingual-e5-large-instruct__prompt-similarity,welfare,4,2,0.3907545983224855
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,0,0.2182816655487732
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,11,0,0.20850077956156776
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,9,0.23384865679378994
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,3,0.2651003715758674
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,1,0.2651084936613011
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,6,0.21568540807312603
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,1,0.4254348913094201
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,4,0.2010267636872094
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,4,0.23985455962056001
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Unknown,3,0.24551796271673298
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,5,0.22825379184138606
multilingual-e5-large-instruct__prompt-cluster,rai,Kvinde,1,0.3840240055257385
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,8,0.2581459607310732
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,4,0.2241223168442477
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,2,2,0.3848914006037214
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,3,0.36523413809805055
multilingual-e5-large-instruct__prompt-meaning,welfare,11,1,0.38239241808463087
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,7,0.2933889906827287
multilingual-e5-large-instruct__prompt-meaning,welfare,11,2,0.39318064571938544
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,8,0.322908684439043
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,0,0.18497896493349872
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,6,0.2180155857162665
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,9,0.2033644615641605
Qwen3-Embedding-0.6B__prompt-similarity,welfare,3,1,0.1720953680292725
multilingual-e5-large-instruct__prompt-similarity,welfare,4,6,0.3726821069885009
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,5,0.17136898254791966
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,5,0.1414946707941471
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,6,0.4243970091640944
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,4,5,0.22163388678044926
Qwen3-Embedding-0.6B__prompt-similarity,welfare,3,7,0.21687270778889836
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,0,0.34939050643002545
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,4,5,0.2074803226423432
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,2,0.2732596829374179
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,4,0.22901388175418963
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,11,9,0.4467595475695933
multilingual-e5-large-instruct__prompt-cluster,welfare,3,0,0.47022417388389764
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,2,0.4546157892979483
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,9,0.22051565854761937
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,11,0,0.20692770807796262
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Kvinde,3,0.23644419193742366
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,2,0.19628957357245744
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,7,0.2801945270367661
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,5,0.29378050491050955
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,1,0.3551809792181279
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,7,0.3974291513057032
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,5,0.2811953243692673
multilingual-e5-large-instruct__prompt-cluster,welfare,1,3,0.5010628885813186
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,0,0.254095654386545
Qwen3-Embedding-0.6B__prompt-grouping,rai,Mand,7,0.12285179401675096
Qwen3-Embedding-0.6B__prompt-similarity,rai,Kvinde,2,0.15708422015279264
multilingual-e5-large-instruct__prompt-topic,welfare,2,7,0.4693381021228738
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Mand,8,0.27820415703584345
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Kvinde,2,0.219194782719984
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,3,0.2431181864277084
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Unknown,1,0.2851865005709665
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,1,0.42924972899930647
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,0,0.3842874624007548
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,6,0.245769171983272
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,1,0.36849176383745114
multilingual-e5-large-instruct__prompt-similarity,welfare,4,7,0.3647004525734066
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,1,0.21004010701573447
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,8,0.2799167579043459
Qwen3-Embedding-0.6B__prompt-topic,welfare,4,6,0.25568194581708953
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,9,0.2582990942343605
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,2,0.43050152160173133
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,4,0.2801938213675295
multilingual-e5-large-instruct__prompt-meaning,welfare,1,6,0.4440606288523236
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,2,0.219077921701209
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,2,0.22724104746069201
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Kvinde,4,0.22262432568199522
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,0,0.4121540569503011
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Mand,9,0.23641235103156072
multilingual-e5-large-instruct__prompt-cluster,welfare,4,1,0.423351373838213
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,7,0.2121877630587773
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,7,0.3277961787464776
multilingual-e5-large-instruct__prompt-topic,welfare,3,9,0.5109898952976316
multilingual-e5-large-instruct__prompt-meaning,welfare,4,4,0.34781896224035785
multilingual-e5-large-instruct__prompt-grouping,welfare,2,0,0.4375111581378941
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,5,0.29730910023935614
multilingual-e5-large-instruct__prompt-topic,welfare,3,6,0.4900646635943638
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,0,0.4460583004805046
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Kvinde,7,0.22501615387563986
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,4,0.14409827423074398
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,11,6,0.2091601224096633
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Mand,6,0.2329463607585339
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,6,0.23722243578720353
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,8,0.4692134755344987
multilingual-e5-large-instruct__prompt-grouping,welfare,3,3,0.45754259576071993
Qwen3-Embedding-0.6B__prompt-cluster,welfare,4,5,0.17649677785742382
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,2,1,0.2028950122384119
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,0,0.2458118286835691
Qwen3-Embedding-0.6B__prompt-similarity,rai,Kvinde,8,0.16291409653572775
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,2,3,0.4317277099200724
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,8,0.23115428476608268
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,4,0.3435585775388369
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,9,0.2419010365154775
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,1,0.40665381054196775
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,4,0.21517824703333172
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Kvinde,1,0.267990383823959
Qwen3-Embedding-0.6B__prompt-grouping,rai,Mand,5,0.12484573715961986
Qwen3-Embedding-0.6B__prompt-grouping,rai,Unknown,9,0.254212444536699
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,6,0.3489672480327243
multilingual-e5-large-instruct__prompt-topic,welfare,2,6,0.49624941887768736
multilingual-e5-large-instruct__prompt-grouping,rai,Kvinde,0,0.3765525902286975
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,2,2,0.20362773646093715
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,9,0.23209724906947726
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,2,0.13080249830616758
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,1,0.2176118596457387
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Kvinde,6,0.2657879479724306
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,3,0.24068944047936364
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,0,0.21247320511616904
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Kvinde,7,0.20500836986071494
multilingual-e5-large-instruct__prompt-topic,welfare,1,3,0.5374530991563694
multilingual-e5-large-instruct__prompt-topic,rai,Mand,2,0.35207465493248596
multilingual-e5-large-instruct__prompt-topic,welfare,3,4,0.47768946466550766
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,9,0.37762494517410006
Qwen3-Embedding-0.6B__prompt-similarity,rai,Kvinde,6,0.16137745606805237
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,2,0.24871479708987201
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,0,0.2144323341847395
multilingual-e5-large-instruct__prompt-similarity,welfare,1,2,0.4609226182622543
Qwen3-Embedding-0.6B__prompt-cluster,welfare,4,3,0.1715728259757302
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,8,0.23113582935806368
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,8,0.3512047868856387
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,2,0.1969457274711092
multilingual-e5-large-instruct__prompt-grouping,welfare,11,4,0.41805616896597475
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,0,0.32265894637148335
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,3,3,0.2349338828533451
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,9,0.4121852893610757
Qwen3-Embedding-0.6B__prompt-similarity,rai,Kvinde,7,0.1548312748241888
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,5,0.24145369978992343
Qwen3-Embedding-0.6B__prompt-topic,welfare,2,9,0.338079255115414
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,3,9,0.4720039169041587
multilingual-e5-large-instruct__prompt-cluster,rai,Kvinde,0,0.38646977707730257
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,4,2,0.19433197144112163
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,1,0.2496251964174836
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,8,0.35547524646749523
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,1,1,0.24418365509838535
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,2,0.12881046890354755
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Kvinde,8,0.28083874969846323
multilingual-e5-large-instruct__prompt-meaning,welfare,2,2,0.40476253193106526
multilingual-e5-large-instruct__prompt-topic,welfare,2,1,0.4823648524264147
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,7,0.22833574675180188
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,11,1,0.2007110730272955
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,9,0.24188130184945078
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,3,0.47066622185173446
multilingual-e5-large-instruct__prompt-cluster,welfare,1,5,0.476495894008954
Qwen3-Embedding-0.6B__prompt-grouping,rai,Mand,4,0.12844797642572892
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,2,0.3513171424062734
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,0,0.40659873007795155
multilingual-e5-large-instruct__prompt-similarity,welfare,11,8,0.4084732602105003
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,11,7,0.18612076264184915
Qwen3-Embedding-0.6B__prompt-grouping,rai,Unknown,1,0.20099353075456414
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,0,0.3574469922825345
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,0,0.282263787034249
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,6,0.2415815244027931
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,2,0.20159943509428876
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Kvinde,4,0.26524674585554314
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,4,0.24110382748796372
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,5,0.406023442473307
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,2,0.24861804930517198
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Mand,9,0.22223085925469854
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,2,5,0.40963222809881195
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Kvinde,9,0.20680079258364575
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,5,0.26144259046033175
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Mand,0,0.27785631476113776
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,3,0.4077113835448733
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,4,0.27954757314368833
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,1,0.2214834546632536
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,1,0.12089875425314041
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,2,9,0.3626270692994637
multilingual-e5-large-instruct__prompt-topic,welfare,4,4,0.4649695543730692
multilingual-e5-large-instruct__prompt-grouping,welfare,3,6,0.44815111126068946
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,9,0.35392344636797873
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Kvinde,0,0.225177254184617
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,0,0.24178089112837317
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,8,0.17968849479558197
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,2,7,0.39873326243132395
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,3,0.3382463742794309
multilingual-e5-large-instruct__prompt-meaning,welfare,2,4,0.4033066539872794
multilingual-e5-large-instruct__prompt-similarity,welfare,1,0,0.4562137695829695
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Kvinde,5,0.23950117395643392
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,5,0.3341072132456821
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,0,0.29409565530739823
Qwen3-Embedding-0.6B__prompt-meaning,rai,Mand,8,0.13113291076214414
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,7,0.3130597122723718
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,5,0.4108210530113012
multilingual-e5-large-instruct__prompt-topic,welfare,1,4,0.4959173946917416
multilingual-e5-large-instruct__prompt-meaning,rai,Kvinde,8,0.3543918650968106
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,7,0.22406659285546784
Qwen3-Embedding-0.6B__prompt-similarity,rai,Unknown,5,0.24489079418656068
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,2,0.2717871759008158
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,5,0.2681455450562593
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,6,0.2304598760190255
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,2,0.22747678537188207
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,3,0.2370707741334245
Qwen3-Embedding-0.6B__prompt-topic,welfare,2,7,0.31700746761886583
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,1,0.42387246767836645
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,4,0.20782758897545053
multilingual-e5-large-instruct__prompt-meaning,rai,Unknown,1,0.40666634977893046
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,2,0.26940901663488764
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,4,0.396146261323243
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,1,0.4119235490277676
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,6,0.44364730693044463
multilingual-e5-large-instruct__prompt-topic,welfare,2,2,0.49864807630000874
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,2,0.44982818727495055
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,3,0.30301977012225956
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,2,0.31587747986690484
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,3,2,0.45504357700281994
Qwen3-Embedding-0.6B__prompt-similarity,rai,Unknown,8,0.19240452739197966
Qwen3-Embedding-0.6B__prompt-meaning,rai,Kvinde,5,0.1484562321211963
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,8,0.21013476994578126
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,0,0.4139581974903755
multilingual-e5-large-instruct__prompt-grouping,rai,Kvinde,6,0.37289146953580443
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,2,0.3523972654176278
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,0,0.376164812001907
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,5,0.41812717609862515
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,1,8,0.2377212833966857
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Kvinde,3,0.2774319589320721
Qwen3-Embedding-0.6B__prompt-topic,welfare,2,0,0.3135469527890354
Qwen3-Embedding-0.6B__prompt-similarity,rai,Unknown,3,0.21546936505200961
Qwen3-Embedding-0.6B__prompt-similarity,rai,Unknown,0,0.22271927433127983
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,7,0.3853503893679437
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,5,0.41193994531770345
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,2,8,0.35781809413856247
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,8,0.1947011190544214
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,1,0.418938106936016
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,3,0.39928940162132115
multilingual-e5-large-instruct__prompt-similarity,welfare,11,5,0.40778842423461453
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,9,0.40417881747435336
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,7,0.41923414131516334
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,6,0.26537360725559717
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Kvinde,2,0.275165320426966
multilingual-e5-large-instruct__prompt-meaning,rai,Kvinde,4,0.34441601376396824
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,4,0.21831172311084865
Qwen3-Embedding-0.6B__prompt-cluster,rai,Kvinde,5,0.14506396550131787
multilingual-e5-large-instruct__prompt-meaning,welfare,11,9,0.40527816327281874
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,0,0.28975423137364026
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,5,0.26766341276765593
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,0,0.3804406420249491
Qwen3-Embedding-0.6B__prompt-similarity,welfare,4,7,0.17279038987595297
multilingual-e5-large-instruct__prompt-cluster,welfare,2,9,0.4656894980041376
Qwen3-Embedding-0.6B__prompt-cluster,welfare,4,1,0.16055736322047487
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,5,0.2203433747117511
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,5,0.42556373919459745
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Mand,5,0.28111172009638036
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,6,0.2732619847143013
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Unknown,3,0.24797187623154465
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,4,0.3665797435879674
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,2,0.3914694756694013
multilingual-e5-large-instruct__prompt-similarity,welfare,1,7,0.4430033236273104
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,8,0.2632697553822109
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Unknown,1,0.28456087499021043
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,1,1,0.2691279387986908
Qwen3-Embedding-0.6B__prompt-grouping,welfare,3,8,0.270548119997261
multilingual-e5-large-instruct__prompt-meaning,welfare,1,1,0.44027119729186054
Qwen3-Embedding-0.6B__prompt-grouping,welfare,11,1,0.22812604450292034
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,2,9,0.4298501217865612
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,4,0.2662634934505929
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,4,3,0.3997133515545129
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,2,0,0.38398916495803165
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,2,0.2049316012778107
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,3,6,0.4143798455352348
Qwen3-Embedding-0.6B__prompt-topic,welfare,2,6,0.35056976820222346
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,1,0.33458789382022713
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,6,0.21348979475779728
multilingual-e5-large-instruct__prompt-cluster,welfare,11,4,0.42954815658815265
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,7,0.2038027607998032
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,3,0.2611841933646236
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,6,0.40587278957676154
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,9,0.26168112040322566
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,2,4,0.3975947857804105
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,3,1,0.3754207454321593
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,2,1,0.40158457611778786
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,0,0.17366149350302057
multilingual-e5-large-instruct__prompt-grouping,welfare,2,3,0.453784039754902
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,3,0.4080256077020404
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,3,0.2131174437460299
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,6,0.22630985982883242
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,5,0.3474320924881897
multilingual-e5-large-instruct__prompt-grouping,welfare,1,9,0.4822801806477091
