model,dataset,difficulty,statistic,auc_mean,ci_lo,ci_hi
multilingual-e5-base,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.008190224012548241,-0.005336845596607974,0.023414603424269046
M2V_base_glove_subword,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.03154236619122288,0.022575858310081378,0.040069030791350914
model2vecdk-stem,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.1898152164501805,0.1624180790355876,0.2187824800370163
jaccard-binary,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.10616341751183449,0.08344530158417927,0.12885509471927303
potion-multilingual-128M,rai,Easy ($r_i(t)$: top 20%),Worst,0.24734283545007016,0.180283001076517,0.2767884738731333
multilingual-e5-base,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.0251353714470093,0.012571261874613132,0.03951966358787092
multilingual-e5-large-instruct,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.003671535672170516,-0.003894963304734003,0.00980472993997043
paraphrase-multilingual-MiniLM-L12-v2,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.32627984094035734,0.2877273194461326,0.36579354034172534
m2v-dfm-large,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.043494354548825595,0.0326759043712347,0.055195950771375506
mmBERTscandi-base-embedding,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.36662155004899544,0.31867183010385086,0.419063593615254
tfidf-char35,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.16482609581190769,0.1473186855592377,0.1887033835537191
potion-base-2M,welfare,Easy ($r_i(t)$: top 20%),Best,0.22047125435866824,0.1607450987616299,0.2773170030531767
text-embedding-3-small,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.05542919402589067,0.04067738863346135,0.06607651084214296
text-embedding-ada-002,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.3252071629119683,0.29598386619988565,0.35255735005303424
Human,welfare,Easy ($r_i(t)$: top 20%),Best,0.9541936177027597,0.8960085567036232,0.9729626572559306
jaccard-binary,rai,Easy ($r_i(t)$: top 20%),Worst,-0.07373470664473515,-0.11174998873012404,-0.037411431471917986
mmBERTscandi-base-embedding,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.012231860597492423,0.00096611573828706,0.025584950700617518
mxbai-embed-large-v1,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.3579698777641898,0.3220538275640104,0.39702496536816356
static-similarity-mrl-multilingual-v1,welfare,Easy ($r_i(t)$: top 20%),Worst,0.2783212613956214,0.262600869063554,0.29786807990667213
multilingual-e5-small,welfare,Easy ($r_i(t)$: top 20%),Worst,0.32363884375495466,0.28783876474706604,0.3491414165908205
M2V_base_glove_subword,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.043183286414045376,0.03196372373876835,0.05433904382304248
potion-base-2M,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.009532511929876206,-0.0033404336080362445,0.02250779597376309
paraphrase-multilingual-MiniLM-L12-v2,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03670183203063683,0.023694050120607806,0.05025330810858582
m2v-dfm-large,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.15154107245438642,0.1302025577583078,0.16537853850857012
multilingual-e5-large-instruct,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.0012605990619629815,-0.016186549456621638,0.015602707448181673
Qwen3-Embedding-0.6B,rai,Hard ($r_i(t)$: bottom 20%),Worst,-0.030152422296424605,-0.06046963249691373,-0.007169143221776968
model2vecdk,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.013905735625703276,0.00038479502557132176,0.02486211702410517
M2V_base_output,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.015421017417209559,0.003236286266727911,0.02814683711840384
Qwen3-Embedding-0.6B,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.29204455445395805,0.2517397562792327,0.3312819771136582
xlm-roberta-base,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.023764448123070613,0.014691955443045291,0.036633731781138275
jaccard-binary,welfare,Easy ($r_i(t)$: top 20%),Best,-0.06636393578734556,-0.11035277648409754,-0.023608689303887806
paraphrase-multilingual-mpnet-base-v2,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.022030106411775913,0.007950553342742523,0.03749235162926437
paraphrase-multilingual-mpnet-base-v2,welfare,Easy ($r_i(t)$: top 20%),Best,0.5589542592808184,0.5130955261872298,0.6113664810615125
text-embedding-3-small,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.3417119490750242,0.3136466543110496,0.3756836853966057
multilingual-e5-base,welfare,Easy ($r_i(t)$: top 20%),Best,0.4051594385041274,0.3657987565066655,0.4583842830568721
M2V_base_output,welfare,Easy ($r_i(t)$: top 20%),Worst,0.16211587005859043,0.10824413093707398,0.20771899786876397
bge-m3,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.011137568643274073,-0.005400239633389231,0.024474978974438316
static-similarity-mrl-multilingual-v1,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.025477877317380795,0.017548288993907608,0.032861164367924564
snowflake-arctic-embed-l-v2.0,rai,Easy ($r_i(t)$: top 20%),Best,0.39329263947705845,0.35999143876864304,0.4342440811395389
paraphrase-multilingual-mpnet-base-v2,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.346398207012001,0.3111161269858697,0.39023374427994534
text-embedding-3-small,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.3417119490750242,0.3136466543110496,0.3756836853966057
potion-base-2M,welfare,Easy ($r_i(t)$: top 20%),Mean,0.1775236843734984,0.12746877753359998,0.22978982735499826
mxbai-embed-large-v1,rai,Easy ($r_i(t)$: top 20%),Mean,0.21617531616013427,0.17318692333212043,0.26027296780512454
LaBSE,welfare,Easy ($r_i(t)$: top 20%),Worst,0.3820946617109145,0.3399156968450371,0.4175648640604231
M2V_base_glove_subword,rai,Easy ($r_i(t)$: top 20%),Worst,0.11037122610203365,0.06430757658935844,0.1377412556540936
xlm-roberta-base,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.009195250837253815,0.0025876113836579284,0.016991875122234813
m2v-dfm-large,welfare,Easy ($r_i(t)$: top 20%),Mean,0.3692569102137206,0.3422860381877366,0.40342891813910275
mxbai-embed-large-v1,welfare,Easy ($r_i(t)$: top 20%),Mean,0.22028741215535938,0.19755646385952574,0.2350228208827347
tfidf-char35,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.16482609581190769,0.1473186855592377,0.1887033835537191
M2V_base_glove,rai,Easy ($r_i(t)$: top 20%),Worst,0.014516110099157532,-0.027884900494813084,0.048666614864970405
M2V_base_output,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.03190201773265598,0.02431111308058147,0.03859503047566989
potion-base-8M,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.006566636117483302,-0.005498710482357432,0.018942731684911472
bge-m3,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.3173199211721906,0.29583416784118327,0.33840954490939723
text-embedding-ada-002,welfare,Easy ($r_i(t)$: top 20%),Best,0.5028467349587418,0.4674714662362181,0.5461758584162207
mmBERTscandi-base-embedding,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.033044064539360915,0.022914640931327074,0.0400284256899434
model2vecdk-stem,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.011919534358067212,0.0035739300522361407,0.02284726041571579
Qwen3-Embedding-0.6B,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.028531288827298353,0.018122635414057182,0.047598361689427104
nb-sbert-base,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.0034408957849960432,-0.016684077134655095,0.021716567181614223
xlm-roberta-large,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.01810700238936023,0.003420338525874962,0.03062909412121911
potion-base-8M,rai,Hard ($r_i(t)$: bottom 20%),Best,0.04116411264640888,0.019174482771807548,0.06918808561407834
dfm-sentence-encoder-large,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.24320080057714974,0.21343641154322107,0.2746752756257509
static-similarity-mrl-multilingual-v1,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.21369267668358488,0.18350524427749743,0.24918238804681042
potion-base-8M,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.015016971753607548,0.003956831079274342,0.022133997855401148
text-embedding-3-small,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.022253983193884514,0.012064668276620649,0.029945362643665128
potion-base-4M,welfare,Easy ($r_i(t)$: top 20%),Best,0.26980591617002103,0.22645922028951465,0.3363465339795552
mxbai-embed-large-v1,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.013014313428572274,0.0037678114773103013,0.02323072214337588
Human,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.5538618636895687,0.39635463867394277,0.7537002423113847
potion-base-4M,rai,Easy ($r_i(t)$: top 20%),Best,0.14578137815480532,0.12602947019768188,0.1691996996080364
potion-base-4M,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.24877425443446805,0.21481096528595678,0.28872365910845915
jaccard-binary,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,-0.008332574173931273,-0.015416700146930551,0.0011814465556687762
Human,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.41499452574738854,0.31555147445605664,0.5236717636260428
snowflake-arctic-embed-l-v2.0,rai,Easy ($r_i(t)$: top 20%),Worst,0.32162590885046805,0.3050867919899436,0.33481688450968605
text-embedding-3-large,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.012148661855920933,-0.015215119015582396,0.02161392862820745
text-embedding-ada-002,welfare,Easy ($r_i(t)$: top 20%),Mean,0.44046844562436716,0.4190661896123919,0.45880090732404766
multilingual-e5-small,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.006103386339788734,-0.004625345191041988,0.016307361665709483
m2v-dfm-large,rai,Easy ($r_i(t)$: top 20%),Mean,0.3147766801403355,0.2981863740379516,0.32925049413430696
LaBSE,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03844373041280498,0.027715877009832135,0.049703945867103035
text-embedding-3-small,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.021433622476455746,0.008074782789090025,0.040962082349227075
model2vecdk,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.181620206573589,0.14956076931959156,0.20993702859163932
static-similarity-mrl-multilingual-v1,rai,Easy ($r_i(t)$: top 20%),Mean,0.2349077582039893,0.20286628326754286,0.26256334610144005
xlm-roberta-base,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.019831984470538605,0.008913717850512665,0.03295125910304188
potion-base-8M,rai,Easy ($r_i(t)$: top 20%),Worst,0.09923444561854683,0.03811889666243639,0.14143439981770933
potion-base-8M,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.013568244122799656,0.002080024238169109,0.023872353497714535
potion-base-4M,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.039190421431308214,0.030837953774360844,0.05449079446460217
multilingual-e5-large,rai,Easy ($r_i(t)$: top 20%),Best,0.32631161907557504,0.295449466575395,0.3578300193603861
mxbai-embed-large-v1,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.018056165376247636,0.007974542406130658,0.030525791364124866
EmbeddingGemma-Scandi-300m,welfare,Easy ($r_i(t)$: top 20%),Best,0.5140667581984742,0.4568035850977594,0.5596897126678481
multilingual-e5-small,rai,Easy ($r_i(t)$: top 20%),Worst,0.27244177388962054,0.25024615966781705,0.29446699412785177
multilingual-e5-small,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.2771571992448281,0.2534211489403135,0.302790886390777
potion-base-4M,rai,Easy ($r_i(t)$: top 20%),Worst,0.10065133511570527,0.04737437445598632,0.13961928097677967
M2V_base_glove,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.21150789202625014,0.1628101902698057,0.2603997112063809
snowflake-arctic-embed-l-v2.0,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.02353963775973896,0.011173180747826639,0.03745353338929541
Qwen3-Embedding-Scandi-0.6B,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.004254881397970174,-0.0048190907167365345,0.013741847192747708
potion-base-8M,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.25029932100321794,0.2138088473951688,0.28709605218702594
EmbeddingGemma-Scandi-300m,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.022365702395818934,0.014323452514510986,0.030545243344986758
xlm-roberta-large,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.009340649573005462,-0.008157127040693742,0.01871750224354332
paraphrase-multilingual-MiniLM-L12-v2,rai,Easy ($r_i(t)$: top 20%),Worst,0.3225164972551861,0.299322216297341,0.3356792679320719
paraphrase-multilingual-MiniLM-L12-v2,welfare,Hard ($r_i(t)$: bottom 20%),Worst,-0.001901563034459044,-0.021337980419593082,0.008553714837478655
paraphrase-multilingual-mpnet-base-v2,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.021983098449868583,0.013204607112562668,0.03174693367619252
multilingual-e5-small,welfare,Easy ($r_i(t)$: top 20%),Best,0.4002782541542409,0.35101267612634157,0.45160842240305077
M2V_base_glove,welfare,Hard ($r_i(t)$: bottom 20%),Mean,-0.08708107685536481,-0.10706922450314665,-0.06679846933894358
text-embedding-ada-002,rai,Easy ($r_i(t)$: top 20%),Best,0.40620374850939006,0.36843126932191855,0.4565929587021542
text-embedding-3-large,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.3390885309613737,0.30751754514285956,0.3756207405826082
potion-base-4M,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.023023912268562766,0.016711134017803317,0.0322841139565123
LaBSE,welfare,Easy ($r_i(t)$: top 20%),Mean,0.43232318352336013,0.4001806201452051,0.4574192624971279
bge-m3,rai,Easy ($r_i(t)$: top 20%),Best,0.3586136562070289,0.33325460876942464,0.3837093205016852
text-embedding-ada-002,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.01525489823805299,0.003423638983120497,0.03294333966180476
static-similarity-mrl-multilingual-v1,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.012603464272572253,0.007192570737867403,0.018466865407515225
text-embedding-3-large,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.3390885309613737,0.30751754514285956,0.3756207405826082
text-embedding-3-large,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.021027647423871025,0.008154132181309096,0.031930932114207305
model2vecdk-stem,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.01795121685061006,0.011375903998400261,0.022273490687593503
human-mds-oracle,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.09624401049854527,0.08162371972255511,0.11451770284549716
LaBSE,rai,Hard ($r_i(t)$: bottom 20%),Best,0.052134422009168714,0.019277094178390436,0.09124567567654623
potion-base-4M,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.01173907754077595,-0.004645612000406692,0.020326239135392332
potion-base-4M,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.004990204581983546,-0.00560769486611061,0.021527524147089652
model2vecdk-stem,welfare,Easy ($r_i(t)$: top 20%),Best,0.37261863912743265,0.32892530531013464,0.4077573420573512
text-embedding-ada-002,rai,Easy ($r_i(t)$: top 20%),Mean,0.358571844430071,0.3384689514922204,0.38388079675937303
Human,rai,Easy ($r_i(t)$: top 20%),Worst,0.7897735564284987,0.743444274607373,0.8409785650543508
jaccard-binary,rai,Easy ($r_i(t)$: top 20%),Mean,-0.024693419722523143,-0.06791915397066112,0.013145918707621098
dfm-sentence-encoder-large,welfare,Easy ($r_i(t)$: top 20%),Best,0.36778150794081704,0.32905395898418843,0.4274655057940885
text-embedding-ada-002,rai,Hard ($r_i(t)$: bottom 20%),Best,0.020908692855486324,0.010680830386641199,0.04345080175729485
multilingual-e5-large-instruct,rai,Easy ($r_i(t)$: top 20%),Worst,0.3765035658046241,0.35733980686691286,0.39325368209781314
human-mds-oracle,rai,Easy ($r_i(t)$: top 20%),Best,0.5748355594960802,0.564560286349785,0.5855401567553071
mmBERTscandi-base-embedding,welfare,Easy ($r_i(t)$: top 20%),Mean,0.36795409164157883,0.33848143529077596,0.39271120479196203
potion-multilingual-128M,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.014527620166242823,0.006430474975966978,0.021140740529371642
mmBERTscandi-base-embedding,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.0003219500802486253,-0.026978038822578175,0.019796003844719284
xlm-roberta-base,rai,Hard ($r_i(t)$: bottom 20%),Best,0.0368970513657274,0.014155015709511004,0.0684871711857761
bge-m3,welfare,Easy ($r_i(t)$: top 20%),Best,0.4738845263723776,0.43560828693268955,0.5189592144400473
M2V_base_glove,welfare,Hard ($r_i(t)$: bottom 20%),Best,-0.04089466210501806,-0.06134045967999499,-0.027960333056774603
jaccard-binary,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,-0.008332574173931273,-0.015416700146930551,0.0011814465556687762
potion-multilingual-128M,welfare,Easy ($r_i(t)$: top 20%),Worst,0.3360852264266606,0.27873908322765667,0.38172675083824514
xlm-roberta-large,welfare,Easy ($r_i(t)$: top 20%),Best,0.1995053267992553,0.16980594857154477,0.22784389685431097
multilingual-e5-large,welfare,Easy ($r_i(t)$: top 20%),Best,0.43678781093104374,0.40659938983088073,0.4823877889755525
text-embedding-3-small,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.011099439839915001,-0.001693274610308834,0.021426737999724884
dfm-sentence-encoder-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.01754295333484405,0.005855425323205394,0.03155147158233374
bge-m3,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.3173199211721906,0.29583416784118327,0.33840954490939723
text-embedding-3-large,welfare,Easy ($r_i(t)$: top 20%),Best,0.5191098088375741,0.47811575338437295,0.5576689820019913
mmBERTscandi-base-embedding,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.36662155004899544,0.31867183010385086,0.419063593615254
Human,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.72316283879987,0.5321132678228442,0.8432226188481223
EmbeddingGemma-Scandi-300m,welfare,Easy ($r_i(t)$: top 20%),Mean,0.48710509598565754,0.43335424912759235,0.5361661989667164
multilingual-e5-large-instruct,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.027661778834038264,0.01601441817242965,0.03803445739055585
M2V_base_glove,rai,Hard ($r_i(t)$: bottom 20%),Best,-0.027040778088484645,-0.0479615498411977,0.008948851980330907
M2V_base_glove,welfare,Easy ($r_i(t)$: top 20%),Best,0.038377449581547825,0.019269094284291754,0.06576660871119895
M2V_base_glove,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.004927017859110603,-0.00296393420675764,0.015613146860805498
EmbeddingGemma-Scandi-300m,welfare,Easy ($r_i(t)$: top 20%),Worst,0.45400120798392407,0.39012275155990567,0.5056531075120397
potion-base-4M,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.24877425443446805,0.21481096528595678,0.28872365910845915
mxbai-embed-large-v1,rai,Hard ($r_i(t)$: bottom 20%),Best,0.06554350672487774,0.03427703440106424,0.10435870113706525
static-similarity-mrl-multilingual-v1,welfare,Easy ($r_i(t)$: top 20%),Best,0.35825455974376846,0.3351368191645958,0.388362040475029
multilingual-e5-large-instruct,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.027000512989482365,0.012935494567653343,0.037718901406800856
xlm-roberta-large,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.1886353706822062,0.17107524452550427,0.20440390405000966
model2vecdk,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.038203092141267166,0.027245407003156263,0.05013440246345731
potion-base-2M,rai,Easy ($r_i(t)$: top 20%),Mean,0.12498678019386872,0.09400441768088247,0.1532409473739771
M2V_base_glove_subword,rai,Easy ($r_i(t)$: top 20%),Best,0.15154218335459654,0.1346683425248121,0.16659666333196957
LaBSE,welfare,Easy ($r_i(t)$: top 20%),Best,0.4804862460158559,0.43570785666215645,0.5204176859880518
multilingual-e5-small,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.018806024315374904,0.007051376160719774,0.029171251490750404
Qwen3-Embedding-0.6B,welfare,Easy ($r_i(t)$: top 20%),Mean,0.25921996558238974,0.22560550152945558,0.29414282351355486
model2vecdk,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.013905735625703276,0.00038479502557132176,0.02486211702410517
xlm-roberta-large,welfare,Easy ($r_i(t)$: top 20%),Mean,0.14815418644438272,0.13081741345431275,0.17210498425742018
potion-base-2M,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.2372153401777999,0.2001667033846632,0.28047579960864016
model2vecdk-stem,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.011919534358067212,0.0035739300522361407,0.02284726041571579
Qwen3-Embedding-0.6B,rai,Hard ($r_i(t)$: bottom 20%),Mean,-0.013456247953486,-0.02668515977231297,-0.0022118298493327216
xlm-roberta-base,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.011408959783088406,-0.0013976914877565914,0.020931794108366854
text-embedding-3-large,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03715829338202212,0.02589964924262142,0.050063892264080166
static-similarity-mrl-multilingual-v1,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,-0.00684640099295295,-0.01732791111968952,0.004675066625431651
paraphrase-multilingual-MiniLM-L12-v2,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.009202911230325858,-0.0033332225497645774,0.021810509261110337
EmbeddingGemma-Scandi-300m,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.3308852850847236,0.2911560257029552,0.3710624034638178
xlm-roberta-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.020639151929686593,0.002572513605011678,0.0352981522426576
nb-sbert-base,rai,Hard ($r_i(t)$: bottom 20%),Best,0.022255743192848718,0.010026297428660808,0.04003418873338324
dfm-sentence-encoder-large,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.022292044840173587,0.008376284772131572,0.031117448516599026
potion-multilingual-128M,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.02548450766269579,0.015583463557090737,0.038247723896287854
mmBERTscandi-base-embedding,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.36662155004899544,0.31867183010385086,0.419063593615254
jaccard-binary,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,-0.008332574173931273,-0.015416700146930551,0.0011814465556687762
static-similarity-mrl-multilingual-v1,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.21369267668358488,0.18350524427749743,0.24918238804681042
M2V_base_output,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.04847432423470868,0.038151759601493036,0.057122909147789405
human-mds-oracle,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.6661046452325281,0.6412976328693535,0.6941828173359241
LaBSE,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.027664062255020726,0.014280836873440733,0.04272109183560249
model2vecdk-stem,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.006359770687172135,-0.005146093935925183,0.015254528925662668
M2V_base_output,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,-0.002849938837338413,-0.015511391704716142,0.009827128807989602
LaBSE,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.003159725305576431,-0.0037513910644025954,0.013624715830548785
multilingual-e5-small,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.018806024315374904,0.007051376160719774,0.029171251490750404
static-similarity-mrl-multilingual-v1,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.004823162547577509,-0.007792162063047991,0.017245198488020072
M2V_base_glove_subword,welfare,Easy ($r_i(t)$: top 20%),Worst,0.15319701930245005,0.10171640072077492,0.21365342203140886
paraphrase-multilingual-mpnet-base-v2,gov-ai,Easy ($r_i(t)$: top 20%),Worst,0.346398207012001,0.3111161269858697,0.39023374427994534
potion-base-4M,gov-ai,Hard ($r_i(t)$: bottom 20%),Worst,0.004990204581983546,-0.00560769486611061,0.021527524147089652
multilingual-e5-large,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.23722097161860942,0.2135514701870969,0.2623889138911347
text-embedding-ada-002,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03120140733660036,0.019584943536505507,0.040637207741895776
Human,rai,Hard ($r_i(t)$: bottom 20%),Best,0.5301608704667374,0.4090856933804912,0.804290161475923
EmbeddingGemma-Scandi-300m,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.007631350305563425,-0.008302565292057548,0.02410628984844035
mmBERTscandi-base-embedding,rai,Easy ($r_i(t)$: top 20%),Best,0.3351962307293999,0.30108976373339824,0.3723855156794768
nb-sbert-base,welfare,Hard ($r_i(t)$: bottom 20%),Worst,0.003778555811011246,-0.012753687435142736,0.019547325799317637
model2vecdk-stem,rai,Easy ($r_i(t)$: top 20%),Worst,0.274283434216641,0.24199213694383181,0.2898577071055854
Qwen3-Embedding-0.6B,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.028531288827298353,0.018122635414057182,0.047598361689427104
text-embedding-3-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.021778303579606497,0.009467378489318922,0.03438009202855452
EmbeddingGemma-Scandi-300m,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.3308852850847236,0.2911560257029552,0.3710624034638178
m2v-dfm-large,welfare,Hard ($r_i(t)$: bottom 20%),Mean,0.028952366765639014,0.020222095595214394,0.039636405407574196
mmBERTscandi-base-embedding,welfare,Easy ($r_i(t)$: top 20%),Worst,0.3297996128882506,0.3030411243482423,0.3522989093291754
potion-base-8M,welfare,Easy ($r_i(t)$: top 20%),Best,0.27268437843104776,0.23400224051796326,0.3337669795365378
potion-base-2M,gov-ai,Easy ($r_i(t)$: top 20%),Mean,0.2372153401777999,0.2001667033846632,0.28047579960864016
LaBSE,rai,Easy ($r_i(t)$: top 20%),Mean,0.31057348576403,0.29720658346370693,0.3250816526092193
Human,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.30697528332191026,0.16568539234615076,0.42399484721467107
paraphrase-multilingual-MiniLM-L12-v2,welfare,Easy ($r_i(t)$: top 20%),Worst,0.4679331019795346,0.4249065149954074,0.5122688318900002
paraphrase-multilingual-MiniLM-L12-v2,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.0009109115482046404,-0.004872770599376977,0.006701850497602562
nb-sbert-base,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.03516548719101975,0.019954975862536677,0.051565863343392755
multilingual-e5-small,welfare,Hard ($r_i(t)$: bottom 20%),Best,0.021980650590539944,0.011551304510010092,0.031058623699087625
tfidf-char35,welfare,Easy ($r_i(t)$: top 20%),Worst,0.2611027631372891,0.2136592527716856,0.2961042715416915
M2V_base_output,welfare,Easy ($r_i(t)$: top 20%),Best,0.25563580997771185,0.20802524768944505,0.31739466547409495
paraphrase-multilingual-MiniLM-L12-v2,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.009202911230325858,-0.0033332225497645774,0.021810509261110337
model2vecdk,rai,Easy ($r_i(t)$: top 20%),Best,0.3064152689233232,0.28384600883620725,0.3311791622332515
m2v-dfm-large,rai,Easy ($r_i(t)$: top 20%),Worst,0.2995197858374621,0.2888062891661956,0.3078783459760974
xlm-roberta-large,welfare,Easy ($r_i(t)$: top 20%),Worst,0.08373190229151119,0.054497959658097006,0.11335938894850009
dfm-sentence-encoder-large,welfare,Easy ($r_i(t)$: top 20%),Mean,0.3375782427422978,0.3091257514750355,0.3800533873791578
multilingual-e5-small,rai,Easy ($r_i(t)$: top 20%),Best,0.29469311855394964,0.2759225797155392,0.31406096015530144
model2vecdk,rai,Hard ($r_i(t)$: bottom 20%),Worst,0.00804617573924953,-0.014126766467777576,0.019858237502586782
