model,dataset,demographics,iteration,auc,metric
potion-multilingual-128M,welfare,11,1,0.4470493555302136,binary_auc
EmbeddingGemma-Scandi-300m,welfare,4,5,0.5171615500003629,binary_auc
EmbeddingGemma-Scandi-300m,welfare,4,3,0.5111579172184901,binary_auc
model2vecdk-stem,rai,Mand,6,0.30579914908003464,binary_auc
multilingual-e5-small,welfare,11,7,0.3799529579393061,binary_auc
potion-base-8M,rai,Mand,4,0.16671654656465396,binary_auc
EmbeddingGemma-Scandi-300m,rai,Kvinde,9,0.3648340197400735,binary_auc
multilingual-e5-base,welfare,1,6,0.42460871635803615,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,9,0.5757426031891831,binary_auc
M2V_base_glove_subword,welfare,4,2,0.2608500702329115,binary_auc
Qwen3-Embedding-0.6B,welfare,3,6,0.26746874272150706,binary_auc
xlm-roberta-base,welfare,1,6,0.09583818007250708,binary_auc
potion-base-2M,rai,Kvinde,1,0.1257091738025078,binary_auc
mxbai-embed-large-v1,welfare,3,6,0.206698225599803,binary_auc
potion-base-2M,welfare,11,5,0.23196433702240407,binary_auc
text-embedding-3-large,rai,Kvinde,6,0.412239522793943,binary_auc
mmBERTscandi-base-embedding,welfare,4,5,0.40640759727757414,binary_auc
potion-base-2M,rai,Unknown,4,0.13524942909551638,binary_auc
xlm-roberta-base,welfare,4,0,0.1147376893700152,binary_auc
potion-base-2M,welfare,11,1,0.22451268770775126,binary_auc
xlm-roberta-large,welfare,11,1,0.13849773113526848,binary_auc
mmBERTscandi-base-embedding,welfare,4,0,0.39744956957262273,binary_auc
potion-base-4M,rai,Unknown,7,0.10376948721499617,binary_auc
EmbeddingGemma-Scandi-300m,welfare,2,7,0.4737873718781081,binary_auc
multilingual-e5-base,welfare,1,8,0.42814163912084946,binary_auc
LaBSE,rai,Kvinde,2,0.3037490584023053,binary_auc
potion-base-4M,welfare,2,3,0.18893004780065661,binary_auc
M2V_base_glove_subword,welfare,3,8,0.20708605864132681,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,0,0.37508406184203297,binary_auc
text-embedding-ada-002,welfare,1,2,0.5453131790230823,binary_auc
model2vecdk-stem,welfare,4,4,0.33591305485979717,binary_auc
multilingual-e5-small,welfare,2,3,0.3506726511184665,binary_auc
dfm-sentence-encoder-large,rai,Mand,1,0.29809173375428516,binary_auc
multilingual-e5-large,welfare,2,8,0.41904132511333003,binary_auc
m2v-dfm-large,welfare,1,4,0.4413041795032576,binary_auc
m2v-dfm-large,rai,Kvinde,5,0.32747155789172516,binary_auc
m2v-dfm-large,welfare,3,5,0.42466387429083974,binary_auc
M2V_base_glove_subword,rai,Mand,3,0.16096924263825702,binary_auc
mmBERTscandi-base-embedding,welfare,11,4,0.38722403219444596,binary_auc
Qwen3-Embedding-0.6B,welfare,4,5,0.21399503509300527,binary_auc
text-embedding-3-small,rai,Kvinde,5,0.3483004591388594,binary_auc
xlm-roberta-base,welfare,11,2,0.07644506198644084,binary_auc
text-embedding-3-small,rai,Kvinde,1,0.3500101865058682,binary_auc
bge-m3,rai,Mand,5,0.3333037166746417,binary_auc
model2vecdk,welfare,11,6,0.42413690743236426,binary_auc
potion-base-8M,rai,Unknown,5,0.09817013472976253,binary_auc
model2vecdk-stem,welfare,2,7,0.28374949590868315,binary_auc
EmbeddingGemma-Scandi-300m,rai,Unknown,6,0.39524449185403315,binary_auc
text-embedding-3-large,welfare,4,6,0.46568676549764176,binary_auc
mmBERTscandi-base-embedding,rai,Kvinde,7,0.30558268566915137,binary_auc
multilingual-e5-base,welfare,3,9,0.3868638662085049,binary_auc
potion-multilingual-128M,welfare,11,3,0.4459816162577516,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,6,0.37666182868068354,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,3,0.4530765561327612,binary_auc
xlm-roberta-base,welfare,2,5,0.06097790850853013,binary_auc
M2V_base_glove,welfare,4,8,0.033737737268061035,binary_auc
model2vecdk-stem,welfare,11,8,0.4034093049944559,binary_auc
static-similarity-mrl-multilingual-v1,welfare,11,2,0.3474075355947178,binary_auc
EmbeddingGemma-Scandi-300m,rai,Mand,2,0.35771776700532115,binary_auc
potion-base-8M,rai,Mand,1,0.16491661745277014,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,4,5,0.48142453068523583,binary_auc
multilingual-e5-large-instruct,welfare,11,6,0.5080965438022959,binary_auc
multilingual-e5-large,welfare,4,6,0.4268384530358194,binary_auc
multilingual-e5-base,rai,Kvinde,5,0.3096369443788805,binary_auc
text-embedding-3-small,welfare,1,7,0.5016025906510674,binary_auc
M2V_base_glove_subword,welfare,2,7,0.1626724343812137,binary_auc
multilingual-e5-large,welfare,3,6,0.4221385169540051,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,3,8,0.4681434075705363,binary_auc
multilingual-e5-large-instruct,welfare,1,5,0.5701039020425207,binary_auc
xlm-roberta-large,welfare,11,5,0.14168881533707284,binary_auc
multilingual-e5-small,rai,Kvinde,2,0.29657810305395305,binary_auc
LaBSE,welfare,3,9,0.4703453204031028,binary_auc
multilingual-e5-large-instruct,welfare,2,9,0.5459332881492885,binary_auc
EmbeddingGemma-Scandi-300m,welfare,11,0,0.5375788251725946,binary_auc
mxbai-embed-large-v1,welfare,2,7,0.18834803549238985,binary_auc
xlm-roberta-base,rai,Unknown,2,0.1892680667807876,binary_auc
model2vecdk,welfare,2,0,0.34236375171149763,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Mand,6,0.3605683278222869,binary_auc
model2vecdk,rai,Kvinde,2,0.310347011911041,binary_auc
LaBSE,rai,Kvinde,7,0.307758442099544,binary_auc
static-similarity-mrl-multilingual-v1,welfare,11,9,0.34144412799720714,binary_auc
bge-m3,welfare,4,4,0.4486410118486726,binary_auc
static-similarity-mrl-multilingual-v1,welfare,4,8,0.2831697540260025,binary_auc
LaBSE,welfare,1,2,0.49915721747514996,binary_auc
model2vecdk-stem,rai,Kvinde,9,0.3107333099647214,binary_auc
text-embedding-3-large,welfare,4,4,0.4653601850756592,binary_auc
multilingual-e5-small,rai,Unknown,0,0.3140777055568118,binary_auc
text-embedding-3-large,welfare,11,3,0.505435928355348,binary_auc
potion-base-8M,welfare,4,7,0.2730501182855906,binary_auc
potion-base-8M,welfare,1,0,0.22626710011018505,binary_auc
dfm-sentence-encoder-large,welfare,11,0,0.3630818983428757,binary_auc
multilingual-e5-large-instruct,rai,Unknown,3,0.4820069143011769,binary_auc
Qwen3-Embedding-0.6B,welfare,2,4,0.3068119142202115,binary_auc
static-similarity-mrl-multilingual-v1,rai,Unknown,9,0.2823188993720731,binary_auc
LaBSE,rai,Kvinde,4,0.3044387210278491,binary_auc
text-embedding-3-large,welfare,3,2,0.5026724026542445,binary_auc
Qwen3-Embedding-0.6B,rai,Unknown,6,0.22426313325033875,binary_auc
bge-m3,welfare,2,2,0.48318358587263754,binary_auc
M2V_base_output,welfare,3,6,0.20905284210156888,binary_auc
M2V_base_glove,welfare,11,4,0.041110883242326444,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,3,0.5200519290055164,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Mand,5,0.3587830470686193,binary_auc
static-similarity-mrl-multilingual-v1,welfare,2,9,0.32503235930487057,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,3,0.37364701825143365,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,2,3,0.5249659475188817,binary_auc
m2v-dfm-large,welfare,4,4,0.3760666409840708,binary_auc
xlm-roberta-base,rai,Kvinde,5,0.17053007387728447,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,7,0.5754064797570204,binary_auc
model2vecdk-stem,welfare,4,5,0.33278464297939325,binary_auc
potion-multilingual-128M,rai,Kvinde,9,0.27025452713809306,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,4,0.5718706837371994,binary_auc
M2V_base_glove,welfare,1,3,-0.013135604320414189,binary_auc
multilingual-e5-large-instruct,welfare,4,1,0.49069012153270547,binary_auc
model2vecdk-stem,welfare,1,4,0.3699101842353356,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,11,9,0.5717470236790397,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,8,0.3765400411290083,binary_auc
mmBERTscandi-base-embedding,welfare,3,5,0.3678700218649894,binary_auc
mmBERTscandi-base-embedding,welfare,11,9,0.3923754157325824,binary_auc
LaBSE,welfare,2,9,0.4391659577593621,binary_auc
multilingual-e5-base,rai,Mand,4,0.3095678897206651,binary_auc
M2V_base_glove_subword,welfare,11,3,0.24048902150678672,binary_auc
nb-sbert-base,welfare,2,3,0.48709523255005416,binary_auc
dfm-sentence-encoder-large,welfare,11,6,0.3579252984157709,binary_auc
M2V_base_output,welfare,4,1,0.2543528690876967,binary_auc
nb-sbert-base,rai,Kvinde,8,0.3739016278377789,binary_auc
xlm-roberta-large,welfare,3,2,0.180459362922025,binary_auc
dfm-sentence-encoder-large,welfare,11,9,0.35489276043574686,binary_auc
multilingual-e5-large-instruct,rai,Unknown,7,0.47391789456242694,binary_auc
multilingual-e5-small,rai,Kvinde,4,0.2925959296104638,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Mand,4,0.3612892571900704,binary_auc
Qwen3-Embedding-0.6B,rai,Kvinde,2,0.174041845514971,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,2,7,0.3056694853829671,binary_auc
potion-base-4M,rai,Kvinde,5,0.13222660540980904,binary_auc
mmBERTscandi-base-embedding,welfare,2,6,0.35718458826015326,binary_auc
multilingual-e5-small,welfare,3,8,0.36359341311836313,binary_auc
potion-base-2M,rai,Mand,4,0.14924780890011036,binary_auc
text-embedding-3-small,welfare,11,6,0.4662481986698391,binary_auc
multilingual-e5-small,rai,Kvinde,6,0.2963110226359884,binary_auc
model2vecdk-stem,rai,Mand,9,0.3038691930093523,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,2,2,0.5101266682328138,binary_auc
EmbeddingGemma-Scandi-300m,welfare,2,9,0.47729000070247485,binary_auc
multilingual-e5-base,rai,Mand,1,0.313143731344639,binary_auc
M2V_base_glove,welfare,4,5,0.03750418497170533,binary_auc
text-embedding-3-large,rai,Mand,4,0.4113012021157109,binary_auc
M2V_base_output,welfare,1,5,0.21825733207722775,binary_auc
mmBERTscandi-base-embedding,rai,Unknown,4,0.3860831843294756,binary_auc
text-embedding-3-small,rai,Unknown,0,0.3657930143342891,binary_auc
static-similarity-mrl-multilingual-v1,rai,Mand,1,0.2589892659263769,binary_auc
mxbai-embed-large-v1,welfare,2,1,0.19380011727799137,binary_auc
EmbeddingGemma-Scandi-300m,welfare,1,5,0.5113702409115214,binary_auc
mxbai-embed-large-v1,rai,Kvinde,0,0.18820701891909286,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,1,0.38425843603570126,binary_auc
xlm-roberta-large,welfare,3,1,0.1725310973473376,binary_auc
xlm-roberta-base,welfare,3,9,0.06524423703137859,binary_auc
mxbai-embed-large-v1,welfare,4,3,0.20363438175894422,binary_auc
mmBERTscandi-base-embedding,welfare,3,3,0.37421494438699693,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,2,1,0.5285184240041719,binary_auc
EmbeddingGemma-Scandi-300m,welfare,3,5,0.5382015971872908,binary_auc
multilingual-e5-small,welfare,4,9,0.36408986386909564,binary_auc
model2vecdk,rai,Unknown,7,0.3465421017837794,binary_auc
model2vecdk-stem,welfare,4,0,0.3278957450516661,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,1,6,0.597955645563847,binary_auc
nb-sbert-base,welfare,11,4,0.5006386199061471,binary_auc
M2V_base_output,rai,Unknown,3,0.11701248169255277,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,8,0.44394150742627436,binary_auc
static-similarity-mrl-multilingual-v1,welfare,11,3,0.34265671836379136,binary_auc
potion-base-8M,rai,Mand,6,0.16276792658331218,binary_auc
nb-sbert-base,rai,Kvinde,5,0.3771010549560165,binary_auc
model2vecdk,welfare,3,6,0.3848519610098034,binary_auc
LaBSE,welfare,4,2,0.41466010460516445,binary_auc
potion-multilingual-128M,rai,Unknown,5,0.2769157606236314,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,3,0.3459684767684319,binary_auc
model2vecdk-stem,rai,Kvinde,8,0.3080597969816933,binary_auc
multilingual-e5-base,welfare,2,0,0.3914032493468888,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,3,8,0.3037839585308733,binary_auc
multilingual-e5-large-instruct,welfare,11,7,0.5059891402205822,binary_auc
potion-base-2M,welfare,1,3,0.18351277266587723,binary_auc
m2v-dfm-large,rai,Kvinde,7,0.328338968204311,binary_auc
xlm-roberta-large,rai,Mand,7,0.14058653951204295,binary_auc
xlm-roberta-base,rai,Unknown,8,0.1906815294914975,binary_auc
multilingual-e5-base,rai,Mand,5,0.3134379937298778,binary_auc
bge-m3,welfare,2,8,0.4790143240917354,binary_auc
potion-base-8M,welfare,3,3,0.22742416051725148,binary_auc
mmBERTscandi-base-embedding,welfare,11,5,0.387846368368845,binary_auc
dfm-sentence-encoder-large,welfare,4,3,0.387883696420983,binary_auc
potion-base-4M,welfare,3,4,0.21695765749072218,binary_auc
bge-m3,rai,Kvinde,0,0.3590535017937875,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,1,2,0.5959362158598135,binary_auc
M2V_base_glove_subword,welfare,2,3,0.15929192876371337,binary_auc
M2V_base_glove,welfare,4,7,0.03854984172810624,binary_auc
multilingual-e5-large,welfare,4,5,0.4360914713722775,binary_auc
potion-multilingual-128M,welfare,4,0,0.4368956802184256,binary_auc
multilingual-e5-small,rai,Unknown,8,0.31505508943995575,binary_auc
model2vecdk,welfare,1,0,0.4253607976301996,binary_auc
multilingual-e5-base,welfare,1,3,0.42891024196856686,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,2,9,0.530548540840075,binary_auc
bge-m3,welfare,3,5,0.44968639311890085,binary_auc
potion-base-4M,rai,Mand,4,0.16297628571093797,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,7,0.506356911790563,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,3,0,0.30776552205308655,binary_auc
model2vecdk,welfare,4,0,0.3907905146431672,binary_auc
text-embedding-3-large,welfare,3,1,0.5049738880663707,binary_auc
multilingual-e5-small,welfare,2,7,0.3467521143067316,binary_auc
potion-base-4M,welfare,1,0,0.23148585402410707,binary_auc
potion-multilingual-128M,welfare,4,4,0.4372214181357435,binary_auc
text-embedding-3-small,welfare,1,5,0.5118328994432955,binary_auc
LaBSE,welfare,2,2,0.4371683288009749,binary_auc
mmBERTscandi-base-embedding,rai,Kvinde,1,0.3044489847367211,binary_auc
Qwen3-Embedding-0.6B,welfare,1,7,0.3458885370166296,binary_auc
nb-sbert-base,welfare,4,1,0.48761628372230753,binary_auc
M2V_base_output,welfare,4,6,0.253753535335845,binary_auc
M2V_base_glove,welfare,3,6,-0.0014483941828860565,binary_auc
xlm-roberta-large,welfare,4,2,0.19461819605169445,binary_auc
model2vecdk,rai,Kvinde,6,0.3120435903585634,binary_auc
text-embedding-3-large,welfare,11,8,0.5036303216993132,binary_auc
xlm-roberta-base,rai,Mand,9,0.16407871049609582,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,1,5,0.3713254950225279,binary_auc
mxbai-embed-large-v1,welfare,1,2,0.24959627696064904,binary_auc
EmbeddingGemma-Scandi-300m,rai,Unknown,1,0.39010374957739463,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,4,1,0.32473949183505907,binary_auc
nb-sbert-base,rai,Kvinde,7,0.3801860892403155,binary_auc
mmBERTscandi-base-embedding,welfare,1,5,0.42745384911873463,binary_auc
bge-m3,welfare,1,6,0.5035851250292118,binary_auc
M2V_base_glove,rai,Unknown,2,0.022819341801652737,binary_auc
potion-base-8M,rai,Kvinde,6,0.13758683643713734,binary_auc
potion-multilingual-128M,rai,Unknown,1,0.2917779296338274,binary_auc
M2V_base_glove,rai,Unknown,9,0.04428457101682861,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,8,0.42584143859687434,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,4,1,0.48184543069409747,binary_auc
Qwen3-Embedding-0.6B,welfare,3,0,0.2631737451417042,binary_auc
model2vecdk-stem,rai,Unknown,3,0.3064468357302967,binary_auc
multilingual-e5-large-instruct,rai,Kvinde,7,0.43631387199024085,binary_auc
nb-sbert-base,rai,Mand,0,0.3796910573450268,binary_auc
M2V_base_glove,rai,Unknown,0,0.04537311697721698,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,9,0.37831972165217903,binary_auc
mmBERTscandi-base-embedding,welfare,3,1,0.3737946728229535,binary_auc
text-embedding-3-small,rai,Kvinde,3,0.346055463091542,binary_auc
nb-sbert-base,welfare,1,3,0.5355635712783887,binary_auc
static-similarity-mrl-multilingual-v1,rai,Mand,2,0.2637195514495456,binary_auc
potion-base-2M,welfare,4,1,0.21315532774273313,binary_auc
model2vecdk,welfare,2,1,0.340562530379706,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,4,4,0.4873183412389018,binary_auc
text-embedding-ada-002,welfare,1,0,0.5411202975746968,binary_auc
model2vecdk,welfare,4,5,0.3806460646362309,binary_auc
bge-m3,welfare,2,3,0.48296968957222125,binary_auc
potion-base-4M,welfare,11,9,0.23708172267021552,binary_auc
xlm-roberta-base,welfare,1,4,0.096143196662736,binary_auc
nb-sbert-base,welfare,3,4,0.49275092589732883,binary_auc
m2v-dfm-large,rai,Unknown,2,0.3721519028458937,binary_auc
text-embedding-3-small,rai,Unknown,8,0.3679542265334461,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,3,7,0.31443530622327626,binary_auc
M2V_base_glove,welfare,4,9,0.03612002094190226,binary_auc
xlm-roberta-base,welfare,11,7,0.07430112115251326,binary_auc
multilingual-e5-small,welfare,3,3,0.3644242435001672,binary_auc
text-embedding-3-large,welfare,3,6,0.5058986731176723,binary_auc
xlm-roberta-large,welfare,3,9,0.17865378659446132,binary_auc
potion-base-2M,welfare,11,2,0.22041338536984065,binary_auc
multilingual-e5-large,rai,Unknown,1,0.38846479227674974,binary_auc
M2V_base_glove_subword,welfare,3,0,0.20831998649512073,binary_auc
M2V_base_output,rai,Kvinde,0,0.13011518012711504,binary_auc
M2V_base_glove_subword,rai,Unknown,4,0.1310369698969983,binary_auc
mxbai-embed-large-v1,welfare,2,6,0.1952238005548735,binary_auc
static-similarity-mrl-multilingual-v1,welfare,2,0,0.32802459713069304,binary_auc
multilingual-e5-large,welfare,2,7,0.4220940443466709,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,3,6,0.3122045665426528,binary_auc
potion-base-8M,welfare,3,2,0.22744805594037934,binary_auc
Qwen3-Embedding-0.6B,welfare,3,4,0.2631125835278307,binary_auc
text-embedding-3-large,welfare,4,5,0.4612876987891429,binary_auc
potion-multilingual-128M,rai,Unknown,8,0.27828260196713184,binary_auc
bge-m3,welfare,1,1,0.5057747393536681,binary_auc
potion-base-4M,rai,Mand,0,0.16315967965394698,binary_auc
Qwen3-Embedding-0.6B,welfare,2,0,0.3098206310157216,binary_auc
potion-base-8M,welfare,11,2,0.24735963312156395,binary_auc
xlm-roberta-large,welfare,1,1,0.15322279281531584,binary_auc
multilingual-e5-large,welfare,4,4,0.43244506945735145,binary_auc
LaBSE,welfare,3,0,0.47835872488809295,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,2,0.3812856665951788,binary_auc
M2V_base_output,rai,Unknown,8,0.101664432697013,binary_auc
nb-sbert-base,welfare,1,6,0.533869305748985,binary_auc
potion-multilingual-128M,welfare,2,3,0.34525825606958366,binary_auc
model2vecdk-stem,rai,Kvinde,2,0.308842497261282,binary_auc
bge-m3,rai,Kvinde,4,0.36057317959543994,binary_auc
text-embedding-3-small,welfare,11,1,0.46479242483939753,binary_auc
multilingual-e5-large,welfare,4,3,0.4270142198060292,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,1,1,0.5363314597270077,binary_auc
mmBERTscandi-base-embedding,welfare,2,7,0.35975063441827987,binary_auc
EmbeddingGemma-Scandi-300m,welfare,11,5,0.5369618068601827,binary_auc
nb-sbert-base,welfare,4,4,0.4885285162243321,binary_auc
M2V_base_output,welfare,4,4,0.257528572276482,binary_auc
potion-base-8M,welfare,11,1,0.24264214077321242,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0,0.3804957164491152,binary_auc
mxbai-embed-large-v1,welfare,2,4,0.20072352241467478,binary_auc
text-embedding-3-large,rai,Unknown,2,0.4700178589387028,binary_auc
M2V_base_glove_subword,welfare,4,6,0.2601416852366803,binary_auc
static-similarity-mrl-multilingual-v1,rai,Unknown,3,0.2991944475697678,binary_auc
potion-base-4M,welfare,2,7,0.1851089987855433,binary_auc
M2V_base_glove,welfare,4,6,0.030977931264242232,binary_auc
model2vecdk,welfare,4,2,0.3858735843354717,binary_auc
M2V_base_glove_subword,welfare,11,6,0.23872784117034132,binary_auc
multilingual-e5-large,welfare,11,8,0.4176984374134488,binary_auc
multilingual-e5-large,rai,Mand,0,0.32483692216808346,binary_auc
multilingual-e5-base,welfare,1,4,0.4299572005040844,binary_auc
potion-multilingual-128M,welfare,4,8,0.4384275019865304,binary_auc
bge-m3,rai,Unknown,0,0.3946209044093973,binary_auc
EmbeddingGemma-Scandi-300m,rai,Kvinde,1,0.36628989867663414,binary_auc
M2V_base_output,rai,Unknown,1,0.10350503641075454,binary_auc
model2vecdk-stem,rai,Kvinde,0,0.308518815337197,binary_auc
xlm-roberta-large,welfare,1,8,0.14501273208220272,binary_auc
potion-base-2M,welfare,3,4,0.190166578408055,binary_auc
M2V_base_output,rai,Kvinde,8,0.1313794488415914,binary_auc
EmbeddingGemma-Scandi-300m,welfare,11,7,0.5408638231936873,binary_auc
potion-base-4M,welfare,1,3,0.22592895438375263,binary_auc
model2vecdk-stem,welfare,2,8,0.2853837341234878,binary_auc
static-similarity-mrl-multilingual-v1,rai,Kvinde,6,0.22717618914804724,binary_auc
dfm-sentence-encoder-large,rai,Unknown,5,0.34656135775750896,binary_auc
potion-base-2M,rai,Kvinde,8,0.12164902476643395,binary_auc
model2vecdk-stem,rai,Unknown,7,0.3249871215104058,binary_auc
EmbeddingGemma-Scandi-300m,welfare,4,0,0.5163484813094292,binary_auc
mmBERTscandi-base-embedding,welfare,2,3,0.35962747967764036,binary_auc
text-embedding-3-large,welfare,4,9,0.4632520182382,binary_auc
nb-sbert-base,rai,Kvinde,1,0.3786803469259713,binary_auc
potion-multilingual-128M,welfare,4,2,0.4405738378016672,binary_auc
text-embedding-3-large,rai,Mand,2,0.41059270260124925,binary_auc
potion-base-4M,rai,Mand,9,0.16124849061300794,binary_auc
LaBSE,welfare,4,9,0.4089263603681429,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,7,0.5202658413711128,binary_auc
potion-base-8M,welfare,3,6,0.23032282555265118,binary_auc
xlm-roberta-large,rai,Mand,2,0.13771601380784848,binary_auc
nb-sbert-base,welfare,11,3,0.49436698478592583,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,4,0.3785298060406443,binary_auc
m2v-dfm-large,rai,Mand,1,0.34013587210586677,binary_auc
M2V_base_output,welfare,3,0,0.20725334769404088,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Mand,9,0.403054788585599,binary_auc
model2vecdk,welfare,1,8,0.42748642567318673,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,3,0.3804515219016748,binary_auc
nb-sbert-base,welfare,4,2,0.4915509957021367,binary_auc
model2vecdk-stem,rai,Mand,7,0.3045289931473234,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,2,6,0.5296252851593138,binary_auc
Qwen3-Embedding-0.6B,welfare,4,7,0.21019776008981708,binary_auc
model2vecdk,rai,Mand,5,0.2976484952310722,binary_auc
M2V_base_glove,welfare,2,1,-0.03468760863819006,binary_auc
mmBERTscandi-base-embedding,rai,Unknown,1,0.38772724973593925,binary_auc
potion-base-2M,rai,Kvinde,0,0.12712857527078675,binary_auc
xlm-roberta-base,rai,Unknown,0,0.18763745404052534,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,2,0.5295769760449871,binary_auc
LaBSE,rai,Mand,7,0.3161889008347789,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,2,9,0.5134760947138314,binary_auc
mxbai-embed-large-v1,welfare,3,1,0.2027800909875485,binary_auc
LaBSE,welfare,11,4,0.4541205680380496,binary_auc
multilingual-e5-small,rai,Mand,0,0.3160141404505796,binary_auc
mxbai-embed-large-v1,rai,Mand,0,0.22608011059207248,binary_auc
potion-base-8M,welfare,3,9,0.22472981180571053,binary_auc
mxbai-embed-large-v1,rai,Unknown,5,0.23411437857039186,binary_auc
M2V_base_glove,rai,Kvinde,2,0.0299210992394319,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,11,8,0.2975888826019633,binary_auc
potion-base-2M,welfare,4,0,0.21296491337545212,binary_auc
model2vecdk,rai,Kvinde,4,0.30983140516411045,binary_auc
M2V_base_glove,welfare,11,0,0.03915532521106728,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,11,2,0.4858766340078553,binary_auc
multilingual-e5-base,welfare,2,2,0.3915554313586369,binary_auc
model2vecdk-stem,rai,Mand,3,0.30284818234409955,binary_auc
multilingual-e5-large,welfare,2,9,0.42529523185336837,binary_auc
multilingual-e5-base,rai,Unknown,4,0.38113923907839004,binary_auc
multilingual-e5-small,rai,Mand,1,0.31420200202357235,binary_auc
multilingual-e5-base,rai,Kvinde,2,0.30980376841709534,binary_auc
multilingual-e5-large,rai,Kvinde,5,0.3328454111340595,binary_auc
static-similarity-mrl-multilingual-v1,rai,Unknown,7,0.294520631926158,binary_auc
M2V_base_output,welfare,2,0,0.16496115545497575,binary_auc
text-embedding-3-small,welfare,3,7,0.4808153040006861,binary_auc
mmBERTscandi-base-embedding,welfare,3,8,0.37313357832808564,binary_auc
xlm-roberta-large,welfare,11,4,0.13998412990437428,binary_auc
potion-multilingual-128M,welfare,11,2,0.4499374654168227,binary_auc
bge-m3,welfare,3,7,0.44751579031673505,binary_auc
bge-m3,rai,Kvinde,8,0.3594004710137408,binary_auc
dfm-sentence-encoder-large,welfare,4,1,0.38691468687230446,binary_auc
potion-base-8M,welfare,11,5,0.24646679773423114,binary_auc
potion-base-8M,rai,Mand,2,0.16622575918913915,binary_auc
dfm-sentence-encoder-large,rai,Mand,0,0.30233931727488966,binary_auc
potion-multilingual-128M,welfare,3,6,0.4123215595896054,binary_auc
mmBERTscandi-base-embedding,rai,Unknown,3,0.3761569791832582,binary_auc
multilingual-e5-small,rai,Unknown,6,0.3150196625270859,binary_auc
M2V_base_output,welfare,4,5,0.24994049601733567,binary_auc
static-similarity-mrl-multilingual-v1,welfare,11,5,0.3383434214351546,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,5,0.5174123236934703,binary_auc
bge-m3,rai,Unknown,3,0.3803271784105485,binary_auc
bge-m3,welfare,4,6,0.45009769619055046,binary_auc
multilingual-e5-base,welfare,3,4,0.3892210173605996,binary_auc
EmbeddingGemma-Scandi-300m,rai,Mand,0,0.35958979503013344,binary_auc
mmBERTscandi-base-embedding,welfare,11,8,0.389562427868734,binary_auc
static-similarity-mrl-multilingual-v1,welfare,3,8,0.34584056521425954,binary_auc
nb-sbert-base,rai,Kvinde,2,0.37913876042124833,binary_auc
nb-sbert-base,welfare,11,1,0.4940308814869304,binary_auc
